Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Date,7_Day_Rolling_Average,
1/22/2021,3,DC,1756,56864,2419,,0,
1/22/2021,3,ME,5453,113574,4506,,0,
1/22/2021,3,MD,15607,287512,10620,,0,
1/22/2021,3,PW,281,2690,208,,0,
1/22/2021,3,MD,33480,432462,19534,,0,
1/22/2021,3,AK,9189,81096,4580,,0,
1/22/2021,3,WY,5238,34547,1236,,0,
1/22/2021,3,MA,17510,370627,16207,,0,
1/22/2021,3,CT,20100,347812,15463,,0,
1/22/2021,3,AZ,25450,329349,18895,,0,
1/22/2021,3,GU,0,3791,0,,0,
1/22/2021,3,AR,28364,201676,10832,,0,
1/22/2021,3,KS,14023,219726,7249,,0,
1/22/2021,3,OK,24100,446932,16957,,0,
1/22/2021,3,SD,5266,70643,1934,,0,
1/22/2021,3,MA,28037,510218,19375,,0,
1/22/2021,3,PA,47458,652886,28689,,0,
1/22/2021,3,KS,6660,137094,4731,,0,
1/22/2021,3,WA,45503,604528,30510,,0,
1/22/2021,3,AL,33395,199314,14107,,0,
1/22/2021,3,DC,4007,85410,2711,,0,
1/22/2021,3,IL,36975,607502,19415,,0,
1/22/2021,3,VI,326,3070,194,,0,
1/22/2021,3,GA,149624,603486,53169,,0,
1/22/2021,3,MH,372,3241,296,,0,
1/22/2021,3,VA,42306,697813,31111,,0,
1/22/2021,3,RI,2960,61974,2061,,0,
1/22/2021,3,AS,1236,8204,478,,0,
1/22/2021,3,CA,187656,2707061,135035,,0,
1/22/2021,3,SC,19371,229002,12013,,0,
1/22/2021,3,IA,10796,217052,8316,,0,
1/21/2021,3,IA,11183,206256,7881,,0,
1/21/2021,3,SC,17023,209631,12542,,0,
1/21/2021,3,CA,187359,2519405,130004,,0,
1/21/2021,3,AS,265,6968,390,,0,
1/21/2021,3,NV,8858,115991,5592,,0,
1/21/2021,3,WV,8927,167548,6671,,0,
1/21/2021,3,WI,29032,371359,16556,,0,
1/21/2021,3,OR,18883,315306,15452,,0,
1/21/2021,3,MP,410,7746,403,,0,
1/21/2021,3,GU,1328,20291,770,,0,
1/21/2021,3,US,1630014,24463739,1096039,,0,
1/21/2021,3,SC,32006,319520,17937,,0,
1/21/2021,3,MO,30960,397166,18122,,0,
1/21/2021,3,ND,4714,79452,2764,,0,
1/21/2021,3,WV,17646,229521,7571,,0,
1/21/2021,3,WI,16266,238758,12686,,0,
1/21/2021,3,PA,56331,891440,39415,,0,
1/21/2021,3,NY,69951,1116441,51282,,0,
1/21/2021,3,MT,7893,100671,3965,,0,
1/21/2021,3,HI,8026,134494,6020,,0,
1/21/2021,3,AL,23267,260306,14977,,0,
1/21/2021,3,IN,30752,387137,18383,,0,
1/21/2021,3,SD,7880,95984,3678,,0,
1/21/2021,3,TN,17135,375669,15851,,0,
1/21/2021,3,ID,6695,118825,5694,,0,
1/21/2021,3,CA,101546,1633875,94083,,0,
1/21/2021,3,ND,1588,59245,2353,,0,
1/21/2021,3,OR,0,216928,12447,,0,
1/21/2021,3,FL,0,1239975,55271,,0,
1/21/2021,3,WY,3828,49273,2182,,0,
1/21/2021,3,NV,17414,189958,10244,,0,
1/21/2021,3,MH,477,1991,190,,0,
1/21/2021,3,NY,94165,1641765,76791,,0,
1/21/2021,3,FL,117248,1822232,80021,,0,
1/21/2021,3,MI,40237,548844,26380,,0,
1/21/2021,3,LA,19935,376482,14929,,0,
1/21/2021,3,LA,14998,279398,11633,,0,
1/21/2021,3,RI,3185,78897,2531,,0,
1/21/2021,3,VT,2021,42835,1481,,0,
1/21/2021,3,FM,331,2087,212,,0,
1/21/2021,3,MN,6869,259417,8738,,0,
1/21/2021,3,MS,13962,210269,11631,,0,
1/21/2021,3,VA,18726,362092,16837,,0,
1/21/2021,3,PR,14303,316672,13358,,0,
1/21/2021,3,FM,499,2813,272,,0,
1/21/2021,3,VI,613,7677,331,,0,
1/21/2021,3,OH,69709,738991,33818,,0,
1/21/2021,3,NH,5097,98283,3812,,0,
1/21/2021,3,OH,0,487481,19865,,0,
1/21/2021,3,NE,8367,165697,5997,,0,
1/21/2021,3,HI,7470,79414,10630,,0,
1/21/2021,3,NC,68882,770602,41786,,0,
1/21/2021,3,IA,8893,158743,5394,,0,
1/21/2021,3,AS,351,5664,385,,0,
1/21/2021,3,VT,3116,62855,2546,,0,
1/21/2021,3,TN,25704,544944,18819,,0,
1/21/2021,3,DE,4589,74157,4207,,0,
1/21/2021,3,AZ,41509,511920,28405,,0,
1/21/2021,3,KY,20686,349480,15097,,0,
1/21/2021,3,CT,21567,264707,12089,,0,
1/21/2021,3,NE,5558,111841,2949,,0,
1/21/2021,3,ME,4335,80502,2768,,0,
1/21/2021,3,MN,32377,397886,17029,,0,
1/21/2021,3,CO,32234,481825,18377,,0,
1/21/2021,3,AK,5896,109431,4466,,0,
1/21/2021,3,US,1021093,17546374,797857,,0,
1/21/2021,3,CO,12756,353194,14070,,0,
1/21/2021,3,PW,424,2405,234,,0,
1/21/2021,3,MI,51456,740642,34634,,0,
1/21/2021,3,UT,7786,189578,10599,,0,
1/21/2021,3,NM,17168,247736,10346,,0,
1/21/2021,3,MP,518,7309,387,,0,
1/21/2021,3,MT,3169,60389,1967,,0,
1/21/2021,3,NH,5221,80639,2915,,0,
1/21/2021,3,RI,2397,59014,2020,,0,
1/21/2021,3,VA,43582,655507,30551,,0,
1/21/2021,3,MH,376,2869,273,,0,
1/21/2021,3,GA,56814,453862,31794,,0,
1/21/2021,3,VI,326,2744,186,,0,
1/21/2021,3,IL,30601,570527,19037,,0,
1/21/2021,3,AK,3614,71907,4187,,0,
1/21/2021,3,MD,29625,398982,17989,,0,
1/21/2021,3,PW,0,2409,184,,0,
1/21/2021,3,DE,3729,49369,2611,,0,
1/21/2021,3,KY,11197,235143,8628,,0,
1/21/2021,3,MS,14105,136691,9263,,0,
1/21/2021,3,WA,26658,373423,21169,,0,
1/21/2021,3,IL,50622,754585,30008,,0,
1/21/2021,3,MO,20906,265382,10705,,0,
1/21/2021,3,NM,9163,152465,9007,,0,
1/21/2021,3,PR,11165,147795,7559,,0,
1/21/2021,3,NJ,0,432220,19740,,0,
1/21/2021,3,AR,17026,257464,11549,,0,
1/21/2021,3,MD,13759,271905,11029,,0,
1/21/2021,3,ME,7080,108121,4410,,0,
1/21/2021,3,DC,3375,55108,2633,,0,
1/21/2021,3,TX,72805,1544551,26609,,0,
1/21/2021,3,ID,4105,73372,4398,,0,
1/21/2021,3,NC,45802,473282,24497,,0,
1/21/2021,3,UT,14781,239779,10262,,0,
1/21/2021,3,NJ,37958,564086,26924,,0,
1/21/2021,3,GA,26355,613540,27854,,0,
1/21/2021,3,OK,15750,267434,11390,,0,
1/21/2021,3,TX,110787,2115302,77046,,0,
1/21/2021,3,IN,34687,529038,25513,,0,
1/21/2021,3,DC,5080,81403,2847,,0,
1/21/2021,3,AL,26719,165919,10517,,0,
1/21/2021,3,WA,43882,559025,27876,,0,
1/21/2021,3,KS,7729,130434,4693,,0,
1/21/2021,3,PA,36768,605428,22468,,0,
1/21/2021,3,AR,0,173312,7853,,0,
1/21/2021,3,GU,0,3791,0,,0,
1/21/2021,3,CT,22055,327712,14454,,0,
1/21/2021,3,MA,22627,353117,17092,,0,
1/21/2021,3,WY,0,29309,938,,0,
1/21/2021,3,AZ,22012,303899,18605,,0,
1/21/2021,3,MA,27877,482181,18859,,0,
1/21/2021,3,KS,12388,205703,6473,,0,
1/21/2021,3,SD,2859,65377,1585,,0,
1/21/2021,3,OK,25086,422832,16667,,0,
1/20/2021,3,OK,26279,397746,16807,,0,
1/20/2021,3,SD,1405,62518,1687,,0,
1/20/2021,3,MT,1327,57220,1880,,0,
1/20/2021,3,MP,419,6791,379,,0,
1/20/2021,3,LA,21975,356547,15701,,0,
1/20/2021,3,MI,25015,508607,31013,,0,
1/20/2021,3,AL,20945,237039,13629,,0,
1/20/2021,3,HI,8139,126468,5921,,0,
1/20/2021,3,MT,8287,92778,3440,,0,
1/20/2021,3,NY,0,1046490,51131,,0,
1/20/2021,3,PA,57760,835109,36815,,0,
1/20/2021,3,OR,15789,296423,15083,,0,
1/20/2021,3,WI,26812,342327,15393,,0,
1/20/2021,3,AS,924,6703,389,,0,
1/20/2021,3,CA,180192,2332046,122618,,0,
1/20/2021,3,SC,0,192608,13246,,0,
1/20/2021,3,IA,12996,195073,7677,,0,
1/20/2021,3,WV,5412,158621,6624,,0,
1/20/2021,3,NV,4293,107133,6497,,0,
1/20/2021,3,WI,0,222492,12177,,0,
1/20/2021,3,WV,12210,211875,7383,,0,
1/20/2021,3,ND,5782,74738,2785,,0,
1/20/2021,3,SC,27960,287514,15877,,0,
1/20/2021,3,US,1601879,22833725,1051168,,0,
1/20/2021,3,GU,1272,18963,661,,0,
1/20/2021,3,MP,517,7336,388,,0,
1/20/2021,3,MO,31041,366206,16039,,0,
1/20/2021,3,FL,112461,1704984,80322,,0,
1/20/2021,3,NY,100394,1547600,76380,,0,
1/20/2021,3,CA,71899,1532329,91549,,0,
1/20/2021,3,ID,8111,112130,5436,,0,
1/20/2021,3,SD,7167,88104,2962,,0,
1/20/2021,3,IN,24275,356385,17780,,0,
1/20/2021,3,TN,6721,358534,13403,,0,
1/20/2021,3,MH,232,1514,124,,0,
1/20/2021,3,NV,15771,172544,9254,,0,
1/20/2021,3,FL,65290,1239975,66499,,0,
1/20/2021,3,OR,0,216928,14550,,0,
1/20/2021,3,ND,1049,57657,2418,,0,
1/20/2021,3,WY,3120,45445,2098,,0,
1/20/2021,3,NM,21285,230568,9981,,0,
1/20/2021,3,UT,18587,181792,11108,,0,
1/20/2021,3,MI,48919,689186,33886,,0,
1/20/2021,3,VT,4371,59739,2421,,0,
1/20/2021,3,AS,557,5313,391,,0,
1/20/2021,3,IA,0,149850,5394,,0,
1/20/2021,3,NC,66427,701720,38654,,0,
1/20/2021,3,HI,47272,71944,2986,,0,
1/20/2021,3,NE,10522,157330,5970,,0,
1/20/2021,3,VA,0,343366,17933,,0,
1/20/2021,3,MS,17731,196307,11641,,0,
1/20/2021,3,FM,320,1756,170,,0,
1/20/2021,3,VT,0,40814,1606,,0,
1/20/2021,3,RI,3270,75712,2565,,0,
1/20/2021,3,LA,0,264400,12656,,0,
1/20/2021,3,MN,0,252548,10409,,0,
1/20/2021,3,OH,15397,487481,22595,,0,
1/20/2021,3,NH,5931,93186,3608,,0,
1/20/2021,3,PR,20351,302369,13493,,0,
1/20/2021,3,OH,57874,669282,28807,,0,
1/20/2021,3,VI,481,7064,316,,0,
1/20/2021,3,FM,349,2314,223,,0,
1/20/2021,3,PW,67,1981,179,,0,
1/20/2021,3,CT,12061,243140,11453,,0,
1/20/2021,3,DE,4292,69568,3864,,0,
1/20/2021,3,TN,30233,519240,18112,,0,
1/20/2021,3,KY,24997,328794,15038,,0,
1/20/2021,3,AZ,38624,470411,26806,,0,
1/20/2021,3,CO,10146,340438,14396,,0,
1/20/2021,3,US,441318,16525281,808253,,0,
1/20/2021,3,AK,5675,103535,4750,,0,
1/20/2021,3,ME,2189,76167,2148,,0,
1/20/2021,3,NE,0,106283,3052,,0,
1/20/2021,3,CO,28737,449591,16925,,0,
1/20/2021,3,MN,26325,365509,15201,,0,
1/20/2021,3,KS,10148,193315,6134,,0,
1/20/2021,3,TX,-115601,1471746,27367,,0,
1/20/2021,3,DC,0,51733,2151,,0,
1/20/2021,3,ME,7972,101041,4174,,0,
1/20/2021,3,MD,0,258146,11441,,0,
1/20/2021,3,IL,46111,703963,27146,,0,
1/20/2021,3,WA,25565,346765,19790,,0,
1/20/2021,3,MS,9014,122586,7248,,0,
1/20/2021,3,KY,0,223946,11644,,0,
1/20/2021,3,PW,424,2409,234,,0,
1/20/2021,3,MD,27514,369357,16902,,0,
1/20/2021,3,AK,1962,68293,4230,,0,
1/20/2021,3,NH,2116,75418,2729,,0,
1/20/2021,3,IL,671,539926,19466,,0,
1/20/2021,3,VI,182,2418,164,,0,
1/20/2021,3,GA,41018,397048,28327,,0,
1/20/2021,3,MH,516,2493,242,,0,
1/20/2021,3,VA,42668,611925,30005,,0,
1/20/2021,3,RI,2536,56617,2084,,0,
1/20/2021,3,DE,3083,45640,2461,,0,
1/20/2021,3,AR,17671,240438,10755,,0,
1/20/2021,3,NJ,33407,432220,24177,,0,
1/20/2021,3,NM,5152,143302,8778,,0,
1/20/2021,3,MO,0,244476,9880,,0,
1/20/2021,3,PR,7100,136630,7457,,0,
1/20/2021,3,MA,27697,454304,18292,,0,
1/20/2021,3,PA,20197,568660,26366,,0,
1/20/2021,3,KS,760,122705,4477,,0,
1/20/2021,3,WA,37801,515143,25437,,0,
1/20/2021,3,AL,8405,139200,7880,,0,
1/20/2021,3,DC,1723,76323,2795,,0,
1/20/2021,3,UT,16214,224998,9778,,0,
1/20/2021,3,NC,520,427480,22935,,0,
1/20/2021,3,ID,5292,69267,3812,,0,
1/20/2021,3,IN,33879,494351,24605,,0,
1/20/2021,3,TX,114298,2004515,75600,,0,
1/20/2021,3,OK,8979,251684,11271,,0,
1/20/2021,3,GA,24656,587185,31376,,0,
1/20/2021,3,NJ,40871,526128,25985,,0,
1/20/2021,3,AZ,15611,281887,18163,,0,
1/20/2021,3,GU,0,3791,0,,0,
1/20/2021,3,AR,17288,173312,11208,,0,
1/20/2021,3,WY,0,29309,1645,,0,
1/20/2021,3,MA,11613,330490,16150,,0,
1/20/2021,3,CT,24581,305657,13368,,0,
1/19/2021,3,CT,17848,281076,12286,,0,
1/19/2021,3,MA,8254,318877,14491,,0,
1/19/2021,3,WY,1252,29309,1835,,0,
1/19/2021,3,NE,3338,106283,3798,,0,
1/19/2021,3,ME,1039,73978,2719,,0,
1/19/2021,3,NV,12917,156773,8195,,0,
1/19/2021,3,MH,192,1282,92,,0,
1/19/2021,3,NV,1743,102840,5884,,0,
1/19/2021,3,WV,2402,153209,7051,,0,
1/19/2021,3,MI,0,483592,36558,,0,
1/19/2021,3,LA,17321,334572,16561,,0,
1/19/2021,3,SD,140,61113,1774,,0,
1/19/2021,3,OK,21816,371467,15783,,0,
1/19/2021,3,MP,401,6372,379,,0,
1/19/2021,3,MT,306,55893,1973,,0,
1/19/2021,3,IA,9018,182077,7175,,0,
1/19/2021,3,SC,5433,192608,13246,,0,
1/19/2021,3,CA,160213,2151854,115373,,0,
1/19/2021,3,AS,357,5779,390,,0,
1/19/2021,3,PA,52841,777349,34962,,0,
1/19/2021,3,NY,46171,1046490,59145,,0,
1/19/2021,3,MT,4682,84491,2872,,0,
1/19/2021,3,HI,9433,118329,6030,,0,
1/19/2021,3,AL,19965,216094,12444,,0,
1/19/2021,3,WI,18137,315515,14469,,0,
1/19/2021,3,OR,16184,280634,15238,,0,
1/19/2021,3,TN,0,351813,14365,,0,
1/19/2021,3,MO,23505,335165,14177,,0,
1/19/2021,3,ND,3847,68956,2666,,0,
1/19/2021,3,WV,4961,199665,7077,,0,
1/19/2021,3,WI,8994,222492,12177,,0,
1/19/2021,3,MP,417,6819,380,,0,
1/19/2021,3,GU,1146,17691,710,,0,
1/19/2021,3,US,1345908,21231846,1011367,,0,
1/19/2021,3,SC,24530,259554,14381,,0,
1/19/2021,3,IN,50718,332110,20262,,0,
1/19/2021,3,SD,4093,80937,2451,,0,
1/19/2021,3,NY,93224,1447206,75258,,0,
1/19/2021,3,FL,85784,1592523,81314,,0,
1/19/2021,3,ID,5801,104019,5039,,0,
1/19/2021,3,CA,62129,1460430,92018,,0,
1/19/2021,3,AK,5577,97860,4980,,0,
1/19/2021,3,US,621154,16083963,886277,,0,
1/19/2021,3,CO,5501,330292,15123,,0,
1/19/2021,3,MN,1013,252548,12901,,0,
1/19/2021,3,MI,42347,640267,33030,,0,
1/19/2021,3,UT,0,163205,9711,,0,
1/19/2021,3,NM,9829,209283,9063,,0,
1/19/2021,3,ND,2405,56608,2447,,0,
1/19/2021,3,OR,11950,216928,16045,,0,
1/19/2021,3,FL,41392,1174685,77321,,0,
1/19/2021,3,WY,3749,42325,2156,,0,
1/19/2021,3,LA,8809,264400,15459,,0,
1/19/2021,3,RI,2754,72442,2525,,0,
1/19/2021,3,VT,233,40814,2020,,0,
1/19/2021,3,FM,310,1436,145,,0,
1/19/2021,3,NE,8233,146808,5464,,0,
1/19/2021,3,HI,6190,24672,-3002,,0,
1/19/2021,3,NC,56103,635293,35736,,0,
1/19/2021,3,IA,4895,149850,6543,,0,
1/19/2021,3,AS,614,4756,376,,0,
1/19/2021,3,VT,3367,55368,2255,,0,
1/19/2021,3,MS,18303,178576,11384,,0,
1/19/2021,3,VA,24634,343366,20217,,0,
1/19/2021,3,AZ,33775,431787,25549,,0,
1/19/2021,3,KY,15721,303797,14730,,0,
1/19/2021,3,FM,335,1965,179,,0,
1/19/2021,3,VI,368,6583,321,,0,
1/19/2021,3,OH,36189,611408,25607,,0,
1/19/2021,3,NH,5033,87255,3355,,0,
1/19/2021,3,OH,10755,472084,22885,,0,
1/19/2021,3,PR,23042,282018,12920,,0,
1/19/2021,3,TN,26436,489007,17267,,0,
1/19/2021,3,DE,2774,65276,3612,,0,
1/19/2021,3,PW,334,1914,214,,0,
1/19/2021,3,CT,8392,231079,11162,,0,
1/19/2021,3,AR,13687,156024,15978,,0,
1/19/2021,3,GU,0,3791,0,,0,
1/19/2021,3,NJ,22906,398813,22617,,0,
1/19/2021,3,AR,17372,222767,9947,,0,
1/19/2021,3,AK,1601,66331,4356,,0,
1/19/2021,3,MD,23933,341843,16495,,0,
1/19/2021,3,PW,66,1985,180,,0,
1/19/2021,3,MD,10549,258146,13756,,0,
1/19/2021,3,ME,4938,93069,3496,,0,
1/19/2021,3,DC,1745,51733,2669,,0,
1/19/2021,3,TX,62689,1587347,55859,,0,
1/19/2021,3,MN,24100,339184,14718,,0,
1/19/2021,3,CO,17921,420854,16142,,0,
1/19/2021,3,KS,7258,183167,6004,,0,
1/19/2021,3,KY,7907,223946,11644,,0,
1/19/2021,3,MS,1304,113572,8433,,0,
1/19/2021,3,WA,16401,321200,17948,,0,
1/19/2021,3,IL,38802,657852,25391,,0,
1/19/2021,3,DE,1364,42557,2307,,0,
1/19/2021,3,NH,2786,73302,2964,,0,
1/19/2021,3,RI,0,54081,2073,,0,
1/19/2021,3,VA,40127,569257,28744,,0,
1/19/2021,3,MH,384,1977,174,,0,
1/19/2021,3,GA,43697,356030,26494,,0,
1/19/2021,3,VI,174,2236,184,,0,
1/19/2021,3,IL,13994,539255,24089,,0,
1/19/2021,3,AZ,8840,266276,17846,,0,
1/19/2021,3,MA,22902,426607,18083,,0,
1/19/2021,3,MO,12562,244476,11813,,0,
1/19/2021,3,NM,24007,138150,8559,,0,
1/19/2021,3,PR,6437,129530,6443,,0,
1/19/2021,3,NJ,30539,485257,24383,,0,
1/19/2021,3,GA,42883,562529,34950,,0,
1/19/2021,3,OK,612,242705,12082,,0,
1/19/2021,3,TX,86540,1890217,74314,,0,
1/19/2021,3,IN,33311,460472,23926,,0,
1/19/2021,3,DC,4068,74600,3175,,0,
1/19/2021,3,AL,1205,130795,7523,,0,
1/19/2021,3,WA,31233,477342,23596,,0,
1/19/2021,3,KS,3511,121945,5243,,0,
1/19/2021,3,PA,4047,548463,29502,,0,
1/19/2021,3,ID,3263,63975,3586,,0,
1/19/2021,3,NC,26182,426960,27267,,0,
1/19/2021,3,UT,13593,208784,9199,,0,
1/18/2021,3,UT,3738,195191,9137,,0,
1/18/2021,3,NC,25904,400778,27029,,0,
1/18/2021,3,ID,2625,60712,3714,,0,
1/18/2021,3,PW,2,1580,173,,0,
1/18/2021,3,SD,3013,76844,2499,,0,
1/18/2021,3,IN,0,281392,13016,,0,
1/18/2021,3,MT,1030,55587,1983,,0,
1/18/2021,3,MP,436,5971,356,,0,
1/18/2021,3,MH,0,1090,73,,0,
1/18/2021,3,NV,5593,143856,7643,,0,
1/18/2021,3,WY,0,28057,1656,,0,
1/18/2021,3,MA,0,310623,15220,,0,
1/18/2021,3,CT,12459,263228,12280,,0,
1/18/2021,3,ME,3454,72939,2571,,0,
1/18/2021,3,NE,2087,102945,4072,,0,
1/18/2021,3,OK,14106,349651,15530,,0,
1/18/2021,3,SD,555,60973,1821,,0,
1/18/2021,3,WV,1436,150807,7728,,0,
1/18/2021,3,NV,4037,101097,6064,,0,
1/18/2021,3,LA,10786,317251,17670,,0,
1/18/2021,3,MI,35139,483592,36738,,0,
1/18/2021,3,SC,15737,235024,13199,,0,
1/18/2021,3,US,884251,19885938,998794,,0,
1/18/2021,3,GU,610,16545,744,,0,
1/18/2021,3,MP,404,6402,381,,0,
1/18/2021,3,OR,10580,264450,15048,,0,
1/18/2021,3,WI,13652,297378,14338,,0,
1/18/2021,3,AS,560,5422,394,,0,
1/18/2021,3,CA,90986,1991641,110343,,0,
1/18/2021,3,SC,4806,187175,15157,,0,
1/18/2021,3,IA,8856,173059,7200,,0,
1/18/2021,3,AL,25370,196129,11466,,0,
1/18/2021,3,HI,5736,108896,5708,,0,
1/18/2021,3,MT,2106,79809,2740,,0,
1/18/2021,3,NY,55265,1000319,60112,,0,
1/18/2021,3,PA,36921,724508,34146,,0,
1/18/2021,3,WI,1724,213498,11177,,0,
1/18/2021,3,WV,2699,194704,7216,,0,
1/18/2021,3,ND,1478,65109,2566,,0,
1/18/2021,3,TN,10478,351813,14365,,0,
1/18/2021,3,MO,17759,311660,13414,,0,
1/18/2021,3,DE,6560,62502,3769,,0,
1/18/2021,3,TN,15811,462571,16690,,0,
1/18/2021,3,WY,1455,38576,2014,,0,
1/18/2021,3,CO,14616,324791,15229,,0,
1/18/2021,3,US,548050,15462809,871378,,0,
1/18/2021,3,AK,2234,92283,5172,,0,
1/18/2021,3,FL,57747,1506739,84009,,0,
1/18/2021,3,NY,64462,1353982,74254,,0,
1/18/2021,3,CA,89787,1398301,87952,,0,
1/18/2021,3,ID,4217,98218,5023,,0,
1/18/2021,3,FL,25549,1133293,71408,,0,
1/18/2021,3,OR,15780,204978,15422,,0,
1/18/2021,3,ND,1480,54203,2191,,0,
1/18/2021,3,MN,5633,251535,12756,,0,
1/18/2021,3,NM,6614,199454,9155,,0,
1/18/2021,3,UT,9227,163205,9711,,0,
1/18/2021,3,MI,32707,597920,33065,,0,
1/18/2021,3,PR,13275,258976,11704,,0,
1/18/2021,3,VA,0,318732,18304,,0,
1/18/2021,3,MS,11398,160273,11038,,0,
1/18/2021,3,FM,41,1126,117,,0,
1/18/2021,3,VT,1217,40581,2118,,0,
1/18/2021,3,RI,2429,69688,2641,,0,
1/18/2021,3,LA,35927,255591,16117,,0,
1/18/2021,3,VT,2656,52001,2244,,0,
1/18/2021,3,AS,0,4142,298,,0,
1/18/2021,3,IA,2065,144955,6609,,0,
1/18/2021,3,NC,25132,579190,34256,,0,
1/18/2021,3,HI,4762,18482,-3327,,0,
1/18/2021,3,NE,7813,138575,5335,,0,
1/18/2021,3,OH,0,461329,22544,,0,
1/18/2021,3,NH,2420,82222,3327,,0,
1/18/2021,3,KY,12377,288076,15390,,0,
1/18/2021,3,AZ,23956,398012,24913,,0,
1/18/2021,3,OH,19999,575219,24837,,0,
1/18/2021,3,VI,206,6215,365,,0,
1/18/2021,3,FM,300,1630,152,,0,
1/18/2021,3,PA,10514,544416,34154,,0,
1/18/2021,3,KS,6936,118434,5888,,0,
1/18/2021,3,WA,21472,446109,22438,,0,
1/18/2021,3,AL,5595,129590,7580,,0,
1/18/2021,3,DC,1212,70532,3302,,0,
1/18/2021,3,DE,2431,41193,2212,,0,
1/18/2021,3,TX,35902,1524658,58427,,0,
1/18/2021,3,DC,470,49988,2966,,0,
1/18/2021,3,ME,3744,88131,3351,,0,
1/18/2021,3,MD,2074,247597,14481,,0,
1/18/2021,3,AR,14112,205395,9427,,0,
1/18/2021,3,NJ,15842,375907,22154,,0,
1/18/2021,3,CT,13749,222687,10709,,0,
1/18/2021,3,GU,0,3791,0,,0,
1/18/2021,3,AR,9226,142337,14494,,0,
1/18/2021,3,PW,335,1919,214,,0,
1/18/2021,3,MD,10688,317910,16564,,0,
1/18/2021,3,AK,4292,64730,4243,,0,
1/18/2021,3,IL,26470,619050,24530,,0,
1/18/2021,3,WA,20508,304799,16655,,0,
1/18/2021,3,MS,4494,112268,8417,,0,
1/18/2021,3,KY,3042,216039,11989,,0,
1/18/2021,3,CO,11442,402933,16447,,0,
1/18/2021,3,MN,14766,315084,14452,,0,
1/18/2021,3,KS,3921,175909,5993,,0,
1/18/2021,3,IN,25497,427161,22936,,0,
1/18/2021,3,TX,49659,1803677,77197,,0,
1/18/2021,3,OK,5146,242093,12036,,0,
1/18/2021,3,GA,40980,519646,35142,,0,
1/18/2021,3,NJ,26204,454718,23532,,0,
1/18/2021,3,AZ,0,257436,17082,,0,
1/18/2021,3,NH,795,70516,2986,,0,
1/18/2021,3,IL,25987,525261,24884,,0,
1/18/2021,3,VI,52,2062,199,,0,
1/18/2021,3,GA,0,312333,24203,,0,
1/18/2021,3,MH,328,1593,122,,0,
1/18/2021,3,VA,23272,529130,28151,,0,
1/18/2021,3,RI,1977,54081,2339,,0,
1/18/2021,3,PR,0,123093,6933,,0,
1/18/2021,3,MA,11957,403705,18584,,0,
1/18/2021,3,NM,0,114143,5339,,0,
1/18/2021,3,MO,0,231914,11692,,0,
1/17/2021,3,MO,12871,231914,13012,,0,
1/17/2021,3,NM,6529,114143,5868,,0,
1/17/2021,3,AZ,13510,374056,24203,,0,
1/17/2021,3,KY,5448,275699,15597,,0,
1/17/2021,3,ND,12,63631,2623,,0,
1/17/2021,3,WV,255,192005,7644,,0,
1/17/2021,3,WI,7889,211774,10930,,0,
1/17/2021,3,NE,5110,100858,3945,,0,
1/17/2021,3,ME,8356,69485,2645,,0,
1/17/2021,3,IN,0,281392,15982,,0,
1/17/2021,3,SD,22,73831,2550,,0,
1/17/2021,3,ID,6916,58087,3715,,0,
1/17/2021,3,NC,658,374874,24313,,0,
1/17/2021,3,UT,909,191453,10004,,0,
1/17/2021,3,PW,348,1578,173,,0,
1/17/2021,3,CT,3872,250769,12347,,0,
1/17/2021,3,MA,18291,310623,17541,,0,
1/17/2021,3,WY,2163,28057,2148,,0,
1/17/2021,3,MP,392,5535,321,,0,
1/17/2021,3,MT,2623,54557,1998,,0,
1/17/2021,3,NV,3948,138263,7830,,0,
1/17/2021,3,MH,197,1090,73,,0,
1/17/2021,3,PA,10854,687587,35244,,0,
1/17/2021,3,NY,56595,945054,55387,,0,
1/17/2021,3,MT,132,77703,2813,,0,
1/17/2021,3,HI,1140,103160,5743,,0,
1/17/2021,3,AL,1238,170759,9405,,0,
1/17/2021,3,MI,47063,448453,34220,,0,
1/17/2021,3,LA,3423,306465,18680,,0,
1/17/2021,3,SD,1281,60418,1970,,0,
1/17/2021,3,OK,1728,335545,15844,,0,
1/17/2021,3,NV,6742,97060,5884,,0,
1/17/2021,3,WV,1728,149371,5240,,0,
1/17/2021,3,IA,1498,164203,7116,,0,
1/17/2021,3,SC,16574,182369,2742,,0,
1/17/2021,3,CA,51780,1900655,113540,,0,
1/17/2021,3,AS,0,4862,380,,0,
1/17/2021,3,MP,425,5998,358,,0,
1/17/2021,3,GU,27,15935,702,,0,
1/17/2021,3,US,304947,19001687,1025365,,0,
1/17/2021,3,SC,2065,219287,12894,,0,
1/17/2021,3,WI,3170,283726,14293,,0,
1/17/2021,3,OR,11219,253870,15190,,0,
1/17/2021,3,NH,733,79802,3375,,0,
1/17/2021,3,OH,53896,461329,29836,,0,
1/17/2021,3,ID,2456,94001,5268,,0,
1/17/2021,3,CA,115159,1308514,82175,,0,
1/17/2021,3,TN,2282,446760,17757,,0,
1/17/2021,3,DE,3698,55942,3241,,0,
1/17/2021,3,TN,19360,341335,15287,,0,
1/17/2021,3,MO,1022,293901,13338,,0,
